index,sentences,abuse,sentiment,offensiveness
6570,이거존나개웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅈ,ABS,POS,NOT
6571,진짜 존나 빡치게 생겼네,ABS,NEG,LIKELY
6572,애미좆같은 여갤러 존나 강1간치고싶노ㅋㅋ,ABS,POS,OFFEN
6573,문재앙 연출 박원숭 주연의 원숭이아랫도리 구멍에 끼우게 절찬리 상영중!,NON,NEU,LIKELY
6574,진영싸움이야 옛날부터  이어져왔지만..  이렇게 첨예하고  저급한수준까지  나라가 완전분열되버렸네..  조만간  이 좁은 땅덩어리조차  반으로 갈라지진않을런지..,NON,NEU,NOT
6575,여친 생리주기 미쳐돌아가는데 74하면 좆됨? ,ABS,NEG,OFFEN
6576,자기가 야갤에서 가장 오랫동안 아다였을 꺼같으면 개추,ABS,NEG,NOT
6577,좋아좋아 싸고 좋아 좋아좋아좋아,NON,POS,NOT
6578,아 철구 진짜 개병신같다 ㄹㅇ...,ABS,NEG,OFFEN
6579,민주당  시 도지사가  19금,NON,NEU,NOT
6580,안산 선수 화이팅!! 선수님이 가는 길 응원합니다!,NON,POS,NOT
6581,아니씨발무슨,ABS,NEG,OFFEN
6582,흥 해라 삼성!,NON,POS,NOT
6583,공부할때 연습장에 풀고 이랬는데 패드로 해서 문제 푸니깐 훨씬 편하고 종이낭비 안해도 돼서 좋아요,NON,POS,NOT
6584,아시아 서버 문제만 있지만 게임이 간단하고 쉬워서 레벨업도 잘 조심하면 간단히 20~~,NON,POS,NOT
6585,너무 너무 조하요~~ 이 가격에 이퀄리티!! 또 구입할려고요~~~,NON,POS,NOT
6586,장난하냐? 비는 개뿔,ABS,NEG,LIKELY
6587,꼭봐 두번봐 세번봐,NON,POS,NOT
6588,들어와야 오는것 거짖말 선동질이 주특기,NON,NEG,LIKELY
6589,개싸움ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,NOT
6590,종교계 내부일은 종교계에서 판단하는거지!! 속세의 법원을 찾냐...,NON,NEU,NOT
6591,아씨팔더워죽갯내 ,ABS,NEU,LIKELY
6592,"성 교육은 부모가 하는게 가장 좋다고 본다. 몸의 소중함에 대해서, 올바른 성에 대해서 부모만큼 잘 알려줄 사람은 없다.  자녀를 키우면서 그 부모가 성에 관해 어색해 하거나 부끄러워서 모른체 하는건 어찌보면 가장 중요한 부분을 포기해버리는것과 같다고 본다.  물론 부모가 안계시거나 성교육을 받을 수 없는 상황에 놓인 청소년들을 위해서라도 공교육 기관의 체계적인 시스템은 반드시 필요한거고---",NON,POS,NOT
6593,존나 일하니까 겜도못하것다 겜두시간하니까 피곤해죽겟네 ,ABS,NEU,NOT
6594,리들 몸이 부끄러운것이 아니라는 것을 아이들에게 알려줘야 합니다,NON,NEU,NOT
6595,담원 선수들 축하 드립니다월즈에서도 좋은 모습 보여주세요,NON,POS,NOT
6596,꺼져씨발련아 ,ABS,NEG,OFFEN
6597,나에게 자유만 준다면 나는 12시간씩 잘수있는데ㅜㅜ,NON,NEU,NOT
6598,자전적인 이야기라 흡입력이 더 강하다.,NON,POS,NOT
6599, 페리페라 배송 빨라 좋아요,NON,POS,NOT
6600, 지속력 좋다는 립스틱은 다 써봤지만 삐아만큼 색상 이쁘고 지속력도 좋은 립스틱은 못 만난 거 같아요 삐아 너무 좋아요,NON,POS,NOT
6601,강성노조 퇴사시키코 시작해야 된다,NON,NEG,LIKELY
6602,비가 와야 오는거지! 여긴 비 안온다에 1표,NON,NEU,NOT
6603,아오는 비가 온다고 3일째 사기 치지마라 제대로 날씨예보 하라고 너무많이 더워서 온다는 비만 기다리는데 욕나오게 오지는 않고 개×××××날씨 다 이게 개인간들 때문에 지구가 망하는거라고 자년응 너무 훼손시킨 개 재벌공장들,NON,NEG,LIKELY
6604,배우 김민희의 재발견이었고 변영주 감독님의 팬이 되었어요.,NON,POS,NOT
6605,닉네임 맞춰야되냐? 강퇴당햇내 시발,ABS,NEG,LIKELY
6606,진심 충격적임..그냥 무표정이고 말없고 좀 차가운정도일줄 알았는데 저정도일거라고는 생각도못함,NON,NEU,NOT
6607,UI는 처음에는 불편하지만 설정에서 카메라 설정 등 몇 가지만 건들면 할 만한 게임이라고 생각힙니다. 수록곡은 좋다고 생각합니다.,NON,POS,NOT
6608,오늘격전40분겜 진으로 딜량6000쳐박고졋다... ,ABS,NEG,LIKELY
6609,제발 정상적인 교회빼고 다 폐쇄시켰으면좋겠다 종교가 사회를 교란만 시키고탐욕이 하늘를 찌른다.,NON,NEG,LIKELY
6610,동의대동서대는 붙어도 안갈거라 지원한거 돈아깝네,NON,NEU,NOT
6611, 지속력 정말 최고 네오 하루 종일 가요 이런 거 첨이에요ㅋㅋㅋ,NON,POS,NOT
6612,담주에 공개됩니다 나오겠네ㅋㄱ,NON,NEU,NOT
6613,19) 다 낚시라고? 난 아님 ㅋㅋ,NON,NEU,NOT
6614,마약인삼공사   폐업해라~국민들상대로  마약장사  그만해!!,NON,NEG,LIKELY
6615,"태진아가 자꾸 노출되는 것이 몹시 불쾌하다.해서는 안될 짓을 저지른 인간을 몰랐으면 모를까 이젠 전 국민이 모두 아는데, 기자들 이러면 안되는거 아닌가?",NON,NEG,LIKELY
6616,걍 쌍용공장부지만 사서 중국산 전기차 조립만하는게 낫지않나..?,NON,NEG,NOT
6617,대깨응들이 인방갤에 존나많네 염보야 조심해,ABS,NEG,LIKELY
6618,세제닿는것도 안좋고 고무장갑도 안좋으면 식기세척기로만 설겆이해야겠네....,NON,NEU,NOT
6619,좆윙좆 킵고잉벌스에 비트 인디고있노?ㅋㅋㅋㅋㅋ,ABS,NEU,LIKELY
6620,배구이겨서 기분은 좋은데 이제 김연경은퇴하고다른 선수들도 다음 올림픽땐 나이땜에 못나올텐데올림픽 티켓은 딸수있을지 의문이네 ㅠㅠ,NON,NEU,NOT
6621,외국인들 존나.마니.다니네,ABS,NEG,LIKELY
6622,존나 감성진 힙합 추천좀,ABS,NEU,NOT
6623, 색상 예뻐요 맘에 듭니다,NON,POS,NOT
6624,잘생겼다....,NON,POS,NOT
6625,매년 백신을 축카축카,NON,POS,NOT
6626,그래도 지상판데 시청률 욕심버리고 서로 협의해서 한종목씩 중계해라,NON,NEG,NOT
6627,대깨문 연예인의 대모!,ABS,NEG,LIKELY
6628,좆같다 그냥 ,ABS,NEG,OFFEN
6629, 피부톤 밝혀주는 쨍한 색상 너무 이쁩니다,NON,POS,NOT
6630,바벌사 진짜 ㅈㄴ 레전드네,ABS,NEU,NOT
6631,블로체인의 선두주자  에이아이댑스 의 에이콘 대박나길 가즈아~~~,NON,POS,NOT
6632,사회성이 없다면 혼자 집안에서 히키코모리로 살아가면 된다,NON,NEU,NOT
6633,악력은 쎈데....음....사람마다 차이가 있을것같네요근데 운동 일주일만하면 몸이 금방 펌핑되긴합니다. 이건 신기하네요 허리근력은 약한가 디스크 살짝 튀어나왔는데도 아프고..,NON,NEU,NOT
6634,꽤나 자유도가 높은게임이라 본인은 꽤나 즐겁게 한 편이다. 그런데 불편한 조작감과 초반 윙슈트 튜토리얼을 할때의 설명부족으로 인해 불편한점도 있었음...그리고 세이브 왜 안되는건데;; 위에 쓴 불편한점 외에는 다 괜찮았음,NON,POS,NOT
6635,전화 못받아,NON,NEU,NOT
6636,ㅉㅉ   외국기업은 절대 아니다,NON,NEG,NOT
6637,또 반복적으로 망하고 세금 도둑만 지속될것인데.. 그만 나왔으면 좋겠다.,NON,NEG,LIKELY
6638,저런 악플들 신경 쓰지 말고 힘들어하지 말아요!어차피 다 방구석 익명들입니다! 파이팅!,NON,POS,NOT
6639,진정한 신앙이란 무엇인지 많은 생각을 가지게 하는 영화,NON,POS,NOT
6640,오늘 인기가요 라인업,NON,NEU,NOT
6641,아침이니까 이거나봐라 ,NON,NEU,NOT
6642,귀때기 조연상 내놔 ㅅㅂ,ABS,NEG,NOT
6643,밥 먹는 일에만 신경 써.니가 정치 운운하지 마!,NON,NEG,LIKELY
6644,민주노총 !! 그렇지 뭐… 그대가리 똥밖에,ABS,NEG,LIKELY
6645,희애줌 화보 컨셉 지선우그자체노,NON,POS,NOT
6646,19))품번이나 배우좀..미칠거같아..,ABS,NEU,NOT
6647,일하기시르면 북한으로~배급터먹어라,NON,NEG,NOT
6648,유방카 유두나온거 커서그런거야?,ABS,NEG,LIKELY
6649,sm그룹은 돈있나 우째 무분별하게 인수합병하는거 같은데 언제 자빠질지 모르는회사,NON,NEG,NOT
6650,mbc 뿐이겠나,NON,NEU,NOT
6651,이제 가솔린은 10년 안에 사라질 차인데...,NON,NEU,NOT
6652,무료체험재구매 가성비로는 최고입니다!,NON,POS,NOT
6653,지랄 난리법석을 피워도,ABS,NEG,LIKELY
6654,난 피부가 좆도 허약해서 ,ABS,NEU,LIKELY
6655,노아주다팀일듯 ㅋㅋㅋ,NON,NEU,NOT
6656,발기력이 떨어지면 손기력으로 대체하면 됩니다,NON,NEU,NOT
6657,저씨ㅡ발 꼴에 여자라고 깊티 존나 받나보네,ABS,NEG,OFFEN
6658,백신 맞아도 델타엔 감염된다는데 마스크는 영원히 벗을수 없는건가,NON,NEU,NOT
6659,암캐년들 울갤할때는 우울한척 깨끗한척,ABS,NEG,OFFEN
6660,민혁아즐거웍ㅆ다...안녕,NON,NEU,NOT
6661,복권에 이득이어딧냐 이무자식아 ㅋ.ㅋ,ABS,NEU,NOT
6662,야스 2번 연속으로 해버린 아린이,ABS,NEG,LIKELY
6663,대장암,NON,NEU,NOT
6664,근데 잠비노 떨구는게 맞았던거 같음,NON,NEU,NOT
6665,근데 바이스벌사 존나 느낌있는데,ABS,POS,NOT
6666,아주가끔 투표가범죄다 저새끼 글에,ABS,NEG,LIKELY
6667,와씨발민우뽀얀백쥬지할짝할짝하고싶네 ,ABS,NEG,OFFEN
6668,"편파중계했지만, 어디서하든 다 찾아본다!",NON,POS,NOT
6669,사기청도 아니고원.....ㅉㅉㅉ...,ABS,NEG,LIKELY
6670,와 오지고지린싸움이었어,NON,NEU,NOT
6671,거리두기 강화에도 확진자가 급증하네요... 이럴 때 일수록 모든 국민이 힘을 합쳐 코로나 종식에 기여했으면 합니다. 대한민국 화이팅!,NON,POS,NOT
6672,민서 형 힘내세여,NON,POS,NOT
6673,대체 어디가비온다는겁니까???  네이버 날씨도 하나도 안맞고 계속 바뀌고.... 오랜만에 비온대서 좋아햇는데 또 안오는데?????,NON,NEU,NOT
6674,Jtbc는 부부의세계 제작사랑 희애좌한테 고마워해야함,NON,POS,NOT
6675,ㅋㅋㅋ 쥴리~^^왜 법정대응을 안 하실까?그래야 재밌는데 ㅎㅎ,NON,NEG,NOT
6676,여자들이 큰일 했네,NON,NEG,NOT
6677,물가 집값은 자고나면 오르고 있는데 매일 아침마다 회의한다고 A4용지 들고 다니는데 뭔 회의를 하는건지 알수가없네 출석첵크만 하는건가,NON,NEG,LIKELY
6678,최고의 드라마,NON,POS,NOT
6679,좆도아닌데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEU,LIKELY
6680,나도 스포트채널 들어가서 배구경기 봤음ㅡㅡkbs는 채널이 2개나 되면서 왜 안해줌 ?짜증 수신료는 가져가믄서ㅡㅡ,NON,NEG,LIKELY
6681, 입술 발색 좋아 소량만 발라도 괜찮네 오,NON,POS,NOT
6682, 올리브영에서 가을겨울 색상 발라 보고 살까 하다가 마침 봄 신상이 나와서 이왕이면 신상 파야지 하고 골랐는데 발색 굿,NON,POS,NOT
6683,토착왜구들 친정집 가면 포르노가 널렸다. 새삼 놀랄일도  아닌데 이런걸 기사로 써대는 조중동 찌라시.,NON,NEG,LIKELY
6684,김모노가 아마추어 중에선 제일 잘하던데,ABS,POS,NOT
6685,우울하면 그게 표정에서 보여? ,NON,NEU,NOT
6686,검찰 검사 존재는 국민이 다 알고 있을겁니다. 지들만의 세상을 구축하여 국민과 대통령보다 더 군림하고권력을 가지고 휘둘리고 가진자들의 앞자비가 되어 법의 준엄성보다 가진자들이 더 범죄를 저지르고도집행유예등 가볍게 나오는데 없는 사람들 조금만 법을 어겨도 준엄한 심판을 받는데 검찰총장을 역임한 사람이 없는 사람들 그리고 국민을 얼마나 우습게 보길래 불량식품보다 못한 것을 선택하여 먹어라고 하는지정말 제정신으로 하는건지 정말 대통령이 되면 국민을 얼마나 우습게 볼까요...누굴 뽑든 깨끗한 사람 국민이 제대로 뽑아야죠,NON,NEU,NOT
6687,사실상 4화 승자 바이스벌사 스카이민혁 ㅋㅋ,NON,NEU,NOT
6688,아 교통비 존나아깝다짐심 ㅅㅂ ,ABS,NEG,OFFEN
6689,그냥 일반 수납장으로 살까 고민하다가 구매했는데 문안쪽에 수납공간이 또 있어서 자잘한게 많은 주방특성상 이걸로 구매하길잘한거같아요~ 유용하게 잘쓸께요~~,NON,POS,NOT
6690,오늘 처음 써봤는데 아직 잘 모르겠어요 계속 더 써봐야겠어요 처음 써본 느낌은 괜찮아요,NON,POS,NOT
6691,자영업자 소상공인들 빚쟁이 만들고 경제성장 했다고 자랑질하는 정권,NON,NEG,LIKELY
6692,뒷북) 스월비 할로윈 분장,NON,NEU,NOT
6693,정원 저시발넘은 여친이여서 화내는게아니고 지집이라서화내네,ABS,NEG,OFFEN
6694,민노총은 되고 교회는 안되는게ㅋㅋㅋㅋ 넘웃기는 현실,NON,NEU,NOT
6695,태진아 ㅎ,NON,NEU,NOT
6696,와 릴보이는 고개가 절로 끄덕여지네,ABS,POS,NOT
6697,내가 좋아하는 쇼미랩퍼 명단,NON,NEU,NOT
6698,긴장감 스릴감 진짜 최고인데 진짜 전장에서 느끼는 공포를 생생하게 전해준다.,NON,POS,NOT
6699,그래 니 좆 커서 좋겠다 시ㅡ발련아 잘라서 나 점 줘 ,ABS,NEG,LIKELY
6700,씨발 좆리보이 저새낀 끝까지 지랄이네,ABS,NEG,LIKELY
6701,멜깁슨이 악역을 이리 잘 소화할 줄이야-_-,NON,POS,NOT
6702,페이퍼 플리즈의 세계관(분위기)을 잘 보여 주는 단편영화,NON,POS,NOT
6703,모른척,NON,NEU,NOT
6704,"추천 합니다. 말은 독재자인데, 사람들 잘살게 만들어 줘야 되고 선거도 이겨야되고, 돈도 많이 벌어야하는.. 훌륭한 독재자가 되는게 목표인 게임.",NON,POS,NOT
6705,아침 동거남이랑 섹스했오 ,ABS,NEG,LIKELY
6706,악 태오다,NON,NEU,NOT
6707,요즘느그들한테이쁜말하고싸우지도않는대왜지랄이냐 ,ABS,NEG,OFFEN
6708,솔직히 어제 이로한 뒤지게 잘하던데 언급 ㅆㅎㅌㅊ노,ABS,NEU,LIKELY
6709,야이씨발년들아 돈 달라고,ABS,NEG,OFFEN
6710,이기야노무쿵현따 ,ABS,NEG,LIKELY
6711,송도 대박,NON,POS,NOT
6712,우리나라에서 저런다? 페미들이 한국남자들 남성성 재기했다고 발광할듯,ABS,NEG,OFFEN
6713,이거 풀면 아이큐 156 이상..txt,NON,NEU,NOT
6714,예뻐서 간혹 눈요깃거리론 좋았는데 아쉽네 잘가고,NON,NEU,NOT
6715,내 future남자친구 강아지좀 보구가???? ,NON,NEU,NOT
6716,쇼미 대중성 아직 유효하냐,NON,NEU,NOT
6717,메모,NON,NEU,NOT
6718,검찰은 조작하고 재판부는 오판하고 언론은 오보를 한다니 책 쓴 애들은 대체 어떤 세상을 살고 있는건가?…,NON,NEU,NOT
6719,1:44 박보검 존 잘,NON,POS,NOT
6720,이 영화에 나오는 모든 인물들이 미친듯하다,ABS,POS,NOT
6721,아 씨발 좆같다 더 안 들어감 ,ABS,NEG,LIKELY
6722,뭔가뭔가뭔가뭔가뭔가뭔가뭔가뭔가뭔가,NON,NEU,NOT
6723,근데 여친 사기면 진짜 막 좋고 보고십고 그럼?,NON,NEU,NOT
6724,전교조가 애들 교육하는 목적과는 다르기를...,NON,NEU,NOT
6725,어우씨발병신들ㄹㅇ존경스럽다 ,ABS,NEG,LIKELY
6726,야화처럼 코되네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,NON,NEU,NOT
6727,"청소년기를  잘 조절하며 사는 사람이, 성인이 되어두 흔들림 없이 가정을 잘 지킬수있다.   성인이 되어 문제 일으키는 사람 거의는 흐트러진  청소년기를 보낸 사람들 이다.",NON,NEU,NOT
6728,전에 고기얻어먹고 다닌 절 개있었자너,NON,NEU,NOT
6729,"아무리 생각해봐도 이건 김정은은 백신을 구걸하려는 수작질 하는 것이고, 문재인은 김정은에게 백신을 주려는 구실을 만드는 더러운 거래로 보인다.",NON,NEG,NOT
6730,안산선수3관왕 대한민국 양궁선수 정말 멋지십니다.뒤에서 지원을 많이 해주신 현대그룹도 감사합니다,NON,POS,NOT
6731,염보 근데 쉬엄쉬엄 해야되는거 아니냐 ㄹㅇ,NON,NEU,NOT
6732,게임 매칭 돌릴때 하기 딱 좋은 게임,NON,POS,NOT
6733,다음영화도 기대 만빵!!!!,NON,POS,NOT
6734,엠창이다 진짜 씨발거 ,ABS,NEG,OFFEN
6735,밀 과   콩  농사 가    흉작 이라    원자재 값이 올라   어쩔수 없이    인상하겠다는데   ㅡ    담에   밀과  콩농사 가   풍작 으로 인해   원자재값이  하락 할땐   라면값     인하 해줄  건지    ?,NON,NEU,NOT
6736,쥴리도 아니고 뭘 그리 밝혀,NON,NEG,LIKELY
6737,신차 쌍용 개 이쁨..이제 드디어 감잡았네,NON,POS,NOT
6738,쌍용차 위에 저 텐트 뭐냐? 대 포병 레이더 같다 ㅋ 중동에서 저랬다가 박격포 날아올 듯,NON,NEG,NOT
6739,아이씨ㅡ발새끼들아 ,ABS,NEG,LIKELY
6740,귝규저년앰뒤짐?,ABS,NEG,LIKELY
6741,눈의 한계를 시험 해보고싶다면 한번쯤 할만한 게임 한 시간 정도하면 눈이 나에게 그만 날 쉬게해달라고 말하는것만 같은 착각이 일어남 근데 오기가 생겨서 꼭 찾고 싶어짐 이 게임 구매하실려면 중간중간 눈의 피로를 꼭 푸시길,NON,POS,NOT
6742,주변에 대깨문 있으면 빠른 손절이 답이다.,NON,NEG,LIKELY
6743,세뇌당한 사람들 많네요..ㅜ,NON,NEU,NOT
6744,여동생이랑 목욕하고싶네,NON,NEU,NOT
6745,씨발 존나노잼이노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,ABS,NEG,OFFEN
6746,"◈삼성화재(최영무)를 고발합니다!! 경미한 접촉에...앞차주 길에서 하도 개X랄 떨길래.. 마지못해 부른 견인차 기사도 ""이 정도는 요율도 안오른다!!"" 했던 접촉[장면: U-Tube ""삼성화재의 안일한 대응""]에...대인/대물 담당자 년놈..협의/통보도 없이 지덜 맘대로 지불한 내역 : ①멀쩡한 범퍼교체-63만원 ②병원도 안간 세끼,, 합의금-110만원{참고-진단서 없으면 마디모 적용 不可!] ③이 모든거 가입자 몰래 처리!! 연락,통보 없었음... 이런 사기보험사가 삼성화재 임!! 절대 가입말고 이 내용 널리 복붙해 주~",ABS,NEG,OFFEN
6747,다포기하구시퍼 ,NON,NEU,NOT
6748,조순영 브루노어쩌구 얘네 생각보다 잘하던데,NON,POS,NOT
6749,내일은 운동 존나 해야지 시발거 ,ABS,NEG,LIKELY
6750,이런게 초등교육부터 잘 되었으면 좋겠어요,NON,POS,NOT
6751,안녕이 씨발년이 고백해놓고 바람피네 ,ABS,NEG,LIKELY
6752,우리 보검이 왜 이렇게 잘생긴거야 이와중에 미치고환장 보검아 스릉한다ㅜㅜㅜㅜㅡㅠㅜ,NON,POS,NOT
6753,ㅋㅋ남자인권은 존중하는데 여자인권은 개무시하는 인간들.?(그..재판장에서..)랑 ㅋㅋ겁나 유토피아에서 꿈꾸면서 사는 개독들;,NON,NEG,LIKELY
6754,아이린씨..  아직 어리시니까 그럴수있어요 사과하시고..고치시면됩니다...ㅜㅜ,NON,NEU,NOT
6755,"예정이다, 들어 온다 .... 이런 거 말고 ""들어왔다"" 라는 게 뉴스다.",NON,NEG,NOT
6756,제씨 저새끼 게이맞음 ㅇㅇ 갠톡할때 나한테 고백함 ,ABS,NEG,LIKELY
6757,kbs 니네가 채널이.두개니까 최소한 하나는 배구 중계해줬어야한다. ㅡㅡ,NON,NEG,NOT
6758,우리집 무주택자인데 진짜 개좆같음,ABS,NEG,OFFEN
6759,따라하는게 아니라 닮아 가려고 하는거 ..,NON,NEU,NOT
